start	end	text
247320	252560	sonst noch so beschäftigt habe. Und etwas, was mich jahrelang begleitet hat, war das Security-Thema
252560	259840	und das Privacy-Thema. Und auch der Gedanke, wie man die Barrieren verringern kann, die Leute haben,
259840	265880	um ihre Datenschutzrechte nutzen zu können. Und da kommt man dann sehr schnell in diese
265880	270360	Usable-Privacy-Geschichte. Und dann habe ich mich umgeschaut, wer in der TU Wien das machen
270360	275240	würde. Und bin dann relativ bald bei Katharina gelandet. Okay, und was waren dann so die ersten
275240	280280	Dinge, bei denen du eingestiegen bist? War das dann auch eher Passwörter oder waren das dann schon
280280	285240	Messenger? Ursprünglich plante ich, mehr im Datenschutzbereich zu machen. Dann wurde mir gesagt,
285240	289880	ich soll mir mal aktuelle Konferenzen anschauen, was mich da interessieren würde. Und dann bin
289880	295880	ich sehr schnell auf dieses Messenger-Thema aufgestiegen. Okay, das heißt, man ist da schon relativ
295880	300920	frei in der Wahl und kann seinen Fühler in alle Richtungen ausstrecken und ist dann auch nicht
300920	306160	begrenzt an irgendeiner Stelle? Auf keinen Fall. Also vor allem in der Gruppe, wo ich in Wien
306160	310560	angefangen habe, war das üblich, dass sich Leute immer selbst ein Thema aussuchen müssen. Und ich
310560	318480	finde, das ist schwer. Aber ich glaube, es ist es wert. Also ja, gerade wenn man ein Thema einfach
318480	322800	gesagt bekommt, dann ist es manchmal ein bisschen eine Glückssache, ob das dann passt oder nicht.
322800	328440	Nachdem du aus Wien weggegangen bist, in Saarbrücken angekommen bist, haben wir uns ja auch schon öfters
328440	334480	unterhalten. Und du hast immer wieder davon berichtet, dass du an einem bestimmten Paper
334480	342120	arbeitest. Und nun wurde dieses Paper zum ersten Mal auf einer Top-Tier-Konferenz angenommen. Die
342120	347080	Konferenz heißt CHI. Von daher erst mal herzlichen Glückwunsch, weil das ist ein ganz besonderer Moment,
347080	351760	wenn das erste Paper jetzt erst mal angenommen wurde. Kannst du mir bitte nochmal erklären,
351760	358320	was es mit diesen Papern auf sich hat, bis die zu einer Konferenz angenommen werden bzw. was es
358320	363800	bedeutet, an einer Top-Tier-Konferenz angenommen zu werden? Ja, es ist üblicherweise ein ziemlicher
363800	368520	Prozess, bis das angenommen wird. Also sehr selten werden Papers sofort angenommen. Also
368520	374760	üblicherweise werden die zumindest zwei-, dreimal abgelehnt, bis es dann genommen wird. In dem Fall
374760	379040	war es auch ein bisschen ein schwieriges Thema und ich musste mich halt auch einarbeiten, wie man
379040	385720	Papers schreibt. Das heißt, das ist insgesamt viermal, fünfmal abgelehnt worden. Ja, das heißt also das
385720	392360	Wort Reject war dir schon ein wenig geläufig bei dem Papier oder? Ja, ich habe Rejects gesammelt.
392360	403360	Wie demotivierend sind diese Rejects? Das kommt immer auf den Inhalt an. Also manchmal können
403360	407520	Rejects auch wirklich gut funktionieren, wenn sie gut begründet sind und auch gleichzeitig
407520	412640	motivierend sind, weil sie einen Ausblick geben. Und manche sind auch einfach sehr demotivierend,
412640	418240	wenn man nicht versteht, warum es zu dem Reject kommt und man sich einfach von den Reviewern dann
418240	423440	schlecht behandelt fühlt. Also du hattest mir das mal erzählt, Reject 1, Reject 2, du hast das
423440	427800	Paper immer weiterentwickelt. An welcher Stelle gab es denn dann den entscheidenden Hinweis,
427800	434720	dass du in welche Richtung du weiterarbeiten sollst? An mehreren Stellen, würde ich sagen. Also relativ
434720	439080	am Anfang war auch aus den Reviews und aus unserer eigenen Meinung relativ klar, in welche Richtung
439080	443080	sich das Paper bewegen sollen. Haben gedacht, okay, wenn wir das machen, dann steigen unsere
443080	447720	Chancen wahrscheinlich, dass das Paper gut ankommt. Und irgendwann war der Zeitpunkt erreicht, wo wir
447720	452400	dann nicht mehr genau wussten, woran es scheitert. Einfach weil es schon relativ komplett war und die
452400	458240	Argumente in den Reviews auch schwerer zu durchschauen waren. Und da haben wir dann einfach Leute aus der
458240	463560	Community, die um Feedback gebeten und die konnten uns dann weiterhelfen. Also die auch an ähnlichen
463560	469080	Themen arbeiten und die haben uns dann Tipps gegeben, die glaube ich erfolgreich waren. Bevor wir jetzt
469080	474080	weiter über dieses große Mysterium Paper Paper, das wir noch gar nicht benannt haben, sprechen,
474080	480920	kennst du noch den Titel von deinem Paper? Nein. Dann lese ich es dir nochmal vor, das Paper heißt
480920	487760	Exploring User Centered Security Design for Usable Authentication Ceremonies. Hast du es
487760	494920	wirklich nicht gewusst? Doch. Habe ich es richtig vorgetragen? Ja, ich glaube schon. Dann könntest du
494920	501400	uns bitte kurz beschreiben, worum es in diesem Paper geht. Es geht um Authentizierungszeremonien
501400	506000	in Instant Messengen. Ich glaube die meisten von uns verwenden sichere Messenger wie WhatsApp,
506000	511920	Telegram und Signal. Die verwenden etwas, was Ende-zu-Ende-Verschlüsselung genannt wird. Das ist
511920	517160	cool, weil nur der Sender und wirklich der Empfänger die Nachricht lesen kann. Das heißt,
517160	523240	sie wird vom Sender am Handy verschlüsselt, dann versandt über verschiedene Server und erst beim
523240	526880	Empfänger wieder entschlüsselt und alle die dazwischen sind, können die Nachricht nicht lesen.
526880	532040	Das ist eine coole Idee, sie hat nur eine wichtige Voraussetzung, nämlich dass man den richtigen
532040	535880	Schlüssel zum Verschlüsseln nimmt, sonst weiß man ja nicht, bei wem es ankommt und wer sie
535880	541560	dann entschlüsseln kann. Da gibt es auch einen Angriff, der Man in the Middle Angriff genannt
541560	548000	wird, wo sich dann ein Angreifer in der Mitte so tut, als wäre der Empfänger und dann sagt,
548000	553280	ich bin der Richtige, schick mir das und dann schickst du es dem, ohne zu wissen, dass es die falsche
553280	556800	Person ist und der leitet das dann weiter. Und um das zu verhindern, gibt es diese
556800	564520	Authentifizierungszeremonien, wo sich die richtigen Senderempfänger treffen und abgleichen, ob das
564520	572120	Schlüsselmaterial zusammenpasst. Wenn wir dieses banale Beispiel mal am Beispiel von WhatsApp
572120	576680	durchsprechen, für die Leute, die das hören und jetzt eben nicht wissen, wovon wir reden,
576680	582880	wenn man also in seinem WhatsApp-Kanal reingeht, steht ja dort erstmal immer wieder die Nachricht
582880	587560	von Ende zu Ende verschlüsselt, aber so ist das gar nicht unbedingt, sondern man muss erst sich
587560	593560	physisch mit jemandem treffen, mit dem man den Schlüssel austauschen will. Man muss dann auf
593560	599800	diesen Kontakt draufklicken, in seinem Profil ein wenig runterscrollen, kommt dann an eine Stelle,
599800	606080	wo man lesen kann, Verschlüsselung. Klickt man diese Stelle an, erscheint ein QR-Code und dieser
606080	612840	muss wiederum erst von dem Partner gescannt werden und dann tatsächlich dann erst kommunizieren diese
612840	619280	beide von Ende zu Ende verschlüsselt. Also sie kommunizieren auch so, Ende zu Ende verschlüsselt,
619280	623960	nur erst nachdem man überprüft hat, ob die Schlüssel auch zusammenpasst, hat man sichergestellt,
623960	629560	dass man nicht abgehört wird von einer Person in der Mitte. Wo greift dein Paper jetzt ein? Also
629560	635680	dein Paper möchte ja quasi, kümmert sich um diese man in the middle Attacke, setzt diese voraus und
635680	641720	versucht diese zu umgehen. Das Problem, das wir schon seit mehreren Jahren beobachten können, ist,
641720	646320	dass diese Authentifizierungszeremonien, diese Telegram, WhatsApp und Signal gibt, wirklich
646320	651000	schlecht funktionieren. Also schlecht heißt hier, Leute wissen nicht, dass es es gibt, sie wissen
651000	657760	nicht wofür es sie gibt und wenn sie das wissen, machen sie Fehler beim benutzen. Und das sind viele
657760	664720	Probleme und unser Ansatz hier war diese Zeremonien von Grund auf neu zu designen, also anstatt
664720	669840	vorhandene Zeremonien zu verbessern und schauen, wo Probleme liegt, damit zu schauen, wie können
669840	675960	die Zeremonien bauen, die vielleicht besser zu dem passen, was sich Leute erwarten. Und dann habe ich
675960	682440	erfahren, das wären zum Beispiel, dass man sich über Video vorher austauscht und sich mit speziellen
682440	687520	Bewegungen quasi ein Zeichen zu setzen. Kannst du darauf ein bisschen eingehen, wie ihr euch das
687520	693560	vorgestellt habt? Ja, eine dieser Kategorien von Zeremonien, die Leute vorgeschlagen haben, mit denen
693560	699280	sie was anfangen können, ist eben die visuelle Überprüfung, ob sie mit der richtigen Person reden,
699280	705480	um hier Vertrauen aufzubauen. Und wir dachten uns, dass wir diesen Mechanismus hier verwenden
705480	711800	könnten, um über diese visuelle Bildaustausch, Kommunikation, die Schlüsselinformation zu
711800	717640	verifizieren. Und die Idee war hier, über diese Bilder, die Schlüssel, die verwendet werden, zu
717640	722160	codieren, über verschiedene Gesten. Das heißt, man macht dann zum Beispiel ein Bild von sich, wo
722160	727360	das Handy sagt, ja, halt dir deine Handfläche vor die Stirn und dann schickst du das Bild. Und die
727360	733680	andere Person kann dann schauen, ob dieses Bild zu dem passt, was sie sich erwarten. Weil die prüfen
733680	738200	dann, hey, der Schlüssel schaut so aus. Das heißt, die Person müsste jetzt die Handfläche vor der
738200	742720	Stirn haben. Und wenn es zusammenpasst, ist der Schlüssel wahrscheinlich der Richtige. Ist der
742720	748480	Denkansatz so ein bisschen übertragen aus diesen Bildern, die man am Zug gezeigt bekommt? Klicke
748480	753720	alle Bilder an, auf denen ein Zebrastreifen oder ein Bus zu sehen ist? Oder ist das nicht
753720	759320	vergleichbar? Ich glaube, es ist halbwegs vergleichbar, aber der Gedanke kommt eher aus einem TV-Trope.
759320	767800	Es gibt nämlich diesen Echtheitsbeweis von Personen. Das heißt, bei einer Geiselnahme zum
767800	772200	Beispiel gibt es diesen Trope im Fernsehen. Wenn das passiert, macht man ein Bild von der Person,
772200	775880	die muss eine Zeitung ins Bild halten, um zu zeigen, dass das aktuell ist und dass es die
775880	779680	richtige Person ist. Und das ist ein bisschen der Gedanke. Man macht Bilder, aber um zu zeigen,
779680	785280	dass sie nicht gefälscht sind oder so, muss man immer was anderes herteilen. Eure Methode oder diese
785280	790200	Methode, wenn ich mich hier bei der Forschung im CISPO ein bisschen umhöre, könnte ja dann auch
790200	796520	Gegenangriffe bekommen aus dem Bereich des Diebfake. Auf alle Fälle, also das ist definitiv nicht die
796520	802360	sicherste Variante, aber sie bietet zumindest einen grundlegenden Schutz. Also das ist besser
802360	807040	als gar nicht zu bepuschen. Jetzt habe ich mich ein bisschen umgehört zu dem Paper und zu eurer
807040	812600	Forschung und herausbekommen, dass ihr zwar ein bahnbrechendes Paper auf den Weg gebracht habt,
812600	821040	aber leider dann doch keine endgültige Lösung für das Problem habt. Ist das richtig? Ja. Und was
821040	827720	bedeutet das? Ich glaube, das Spannende an unserem Paper ist der neue Designansatz, um zu zeigen,
828000	833480	dass man Security-Mechanismen auch von Grund auf so designen kann, damit sie besser zu den
833480	839680	Vorstellungen der User passen. Das heißt nicht, dass diese Vorstellungen automatisch gut sind. Und
839680	844280	wir haben gesehen, dass alle drei Varianten, die wir ausprobiert haben und weiterentwickelt haben,
844280	849080	dass die noch einiges an Arbeit brauchen und auch einige Nachteile haben. Also wahrscheinlich
849080	853080	nicht die perfekten Lösungen sind. Aber ihr seid auf einem guten Weg, das kann man auf jeden Fall sagen,
853080	857360	sonst wäre das Paper ja niemals angenommen worden. Ja, ich glaube, das bietet sehr gute Ansätze. Was
857360	862940	wird der nächste Schritt sein? In welche Richtung werdet ihr euch jetzt dahin weiterentwickeln? Was
862940	868320	werdet ihr euch jetzt genau ansehen in der Forschung oder in der Weiterarbeit an diesem Paper? Ich glaube,
868320	872360	zu diesem Zeitpunkt geht es dann mehr um die Kollaborationen mit anderen Gruppen, die sich
872360	877760	auch mit dem Thema beschäftigen, um hier vielleicht Synergien zu finden. Also unser Designansatz
877760	883720	spielt eher am Anfang und andere Gruppen sind sehr gut darin, diese Sachen zu verbessern und
883720	889160	Alternativen zu finden. Ja und natürlich auch zu schauen, welche Varianten wir noch nicht
889160	893600	untersucht haben, ob wir da vielleicht was übersehen haben, was man auch noch probieren könnte. Okay,
893600	898040	jetzt stehst du ja nicht alleine auf dem Paper, das ist auch ganz normal. Jetzt stehen noch zwei
898040	902800	andere Personen auf dem Paper. Kannst du sagen, wie die Arbeit, die Zusammenarbeit da war oder
902800	907520	beziehungsweise welche Gewichtung wer bei dem Paper hat? Oder sagt man einfach drei Leute stehen auf
907520	911280	dem Paper? Das ist das Paper von uns drei und du sprichst ja auch immer von uns oder das ist dein
911280	915960	Paper. Kannst du dazu noch was sagen? Ja, also es ist ganz üblich, dass man gemeinsam an Papers
915960	921120	arbeitet und es ist auch häufig so, dass die Leute auf dem Paper einfach andere Aufgaben haben. Also
921120	926480	meine Betreuerin, die Katharina, steht auf dem Paper und da war natürlich sehr viel davon abhängig,
926480	931880	wie, welche Methoden wähle ich, was verfolge ich weiter. Also hier viel Feedback zu kriegen und
931880	936880	natürlich ihre Erfahrung im Papers inmitten herauszufinden, was muss da drinstehen, wie kann
936880	942120	man Sachen formulieren. Das ist einfach sehr wichtig. Und ja, was sind so die Qualitätskriterien?
942120	947360	Das weiß ich als frischer Doktorand natürlich nicht und da ist sehr viel Input notwendig. Und
947360	951280	die andere Autorin, das ist die Lea, ist meine Kollegin, die jetzt mittlerweile auch Doktorandin
951280	958400	ist. Da war sehr viel Feldarbeit sozusagen. Also mit der plant man dann gemeinsam die Vorgehensweise
958400	964600	und redet auch gemeinsam mit Studienteilnehmerinnen. Ich muss noch einmal zurückgehen auf das Paper,
964600	969560	weil es ja vielleicht auch für den einen oder anderen sich die Frage stellt, warum ist das denn
969560	975880	so wichtig, dass es Ende zu Ende Verschlüsselungen gibt? Wem dient das Ganze denn? Also wenn ich mit
975880	981280	meiner Mutter Bilder von meinen Kindern hin und her schicke, hilft das schon oder hilft das vielleicht
981280	986040	diese Ende zu Ende Verschlüsselungen gerade irgendwelchen Kriminellen, die eben nicht
986040	990880	abgehört werden wollen oder hilft es Menschen, die sich in Not befinden, weil sie von einem Staat
990880	995120	abgehört werden. Für wen ist das besonders wichtig, dass die Nachrichten von Ende zu Ende
995120	1002000	verschlüsselt sind? Für einige Leute interessanterweise. Also das Thema wird jetzt ja auch auf EU-Ebene
1002000	1006560	besprochen und da ist ein sehr wichtig, also für die EU-Ebene ist ein sehr wichtiger Punkt,
1006560	1011680	dass Internet, also kommerzieller Internetgebrauch einfach sehr auf diesen Verschlüsselungsparadigmen
1011680	1016000	aufbaut. Das heißt, wenn die nicht mehr Ende zu Ende verschlüsselt sein können, lässt sich auch
1016000	1020400	schwer Vertrauen aufbauen in Bezahlprozesse oder Ähnliches. Aber natürlich gibt es auch
1020400	1026760	Personengruppen, für die das deutlich mehr wichtig ist. Also politische Aktivisten zum Beispiel. Für
1026760	1032440	die ist es extrem wichtig, dass sie da jetzt nicht von staatlichen Institutionen oder gegnerischen
1032440	1037640	Gruppen abgehört werden können und dass sie sich auch nachvollziehbar schützen können. Die
1037640	1042080	Ende zu Ende Verschlüsselung ist ja nicht das einzige Forschungsgebiet, was dich interessiert.
1042080	1045520	Wir hatten ja schon darüber gesprochen, dass es auch Passwörter sind. Gibt es denn noch was,
1045680	1051280	was dich auf dem Weg zu deinem Doktortitel jetzt intensiv begleiten wird oder bleibst du jetzt auf
1051280	1056040	diesem Thema? Ich würde sagen, ich bleibe wahrscheinlich auf größerer Ebene in der
1056040	1062080	Nähe des Themas. Also zwei Sachen, die mich noch interessieren, sind die sozialen Aspekte von
1062080	1068480	Security. Also wie das auch bei den Authentizierungstermonien ist, das macht man nicht alleine. Da braucht man
1068480	1073720	irgendwie Leute, die mitmachen, die Leute mit denen kommuniziert und da muss auch auf sozialer Ebene
1073960	1078400	was ausverhandelt werden. Und da muss ich dir erklären, warum ist es wichtig, warum will ich,
1078400	1082920	dass du mitmachst. Frage, wie viel muss ich dir eigentlich erklären oder sage ich dir einfach,
1082920	1089040	mach das, das und das und dann passt. Und das andere ist, nie viel Security-Mechanismen verwendet
1089040	1093760	werden, ohne dass Leute wirklich wissen, wie viel es bringt. Das heißt, das ist teilweise schwer
1093760	1099600	abzuschätzen, aber oft, oder nicht oft, manchmal kommt es vor, dass Leute Security-Mechanismen
1099600	1104560	verwenden, im Glauben, dass es viel hilft und es dann aber doch nicht so viel hilft oder im
1104560	1108920	schlimmsten Fall gar nichts hilft. Und das kann unter Umständen gefährlich werden und das ist ein
1108920	1113280	Thema, das ich sehr spannend finde. Und hast du da die ersten Schritte auch schon gemacht oder hat
1113280	1118920	dieses letzte Paper zur Ende-zu-ende-Verschlüsselung jetzt zu viel Zeit gefressen, sodass du die ganze
1118920	1124360	Zeit da konzentriert warst? Nein, also ich arbeite natürlich immer an mehreren Papern parallel und
1124360	1131000	in dem Fall konkret interessiert mich auch, warum Leute, wenn sie TOR verwenden, also den
1131000	1137520	TOR Browser, warum sie da zusätzlich noch an VPN verwenden. Das ist ganz spannend, weil das unter
1137520	1143920	Umständen Sinn machen kann, aber in sehr begrenzten Fällen. Also viele Leute, die das so machen,
1143920	1149200	denen wird das wahrscheinlich nichts bringen. Noch eine Frage zur Kai hätte ich dieser Konferenz.
1149200	1153600	Für euch Wissenschaftler ist das ja ganz normal, dass ihr immer wieder um die Welt fahrt oder euch
1153600	1160080	eure Paper auf besonderen Konferenzen bzw. an besonderen Orten präsentiert. Jetzt ist dir mit
1160080	1166440	durch den Corona-Virus eben eine Reise nach Japan verwehrt geblieben, um dein Paper zu präsentieren.
1166440	1173600	Trifft dich das hart oder ist es okay? Wärst du gerne nach Yokohama gefahren? Natürlich wäre ich auch
1173600	1180400	gern nach Yokohama gefahren, ist keine Frage. Aber was mich eigentlich härter trifft ist, dass diese
1180400	1185560	Konferenz nicht in person stattfindet. Also eins der wichtigen Teile von Konferenzen ist das
1185560	1191640	Networking, dass man Forscher trifft, mit denen auf informeller Ebene quatschen kann, sich austauschen
1191640	1197040	und vielleicht neue Projektideen ausbaldowern kann. Und das geht nicht so richtig gut, wenn man es
1197040	1201640	online macht. Also online kann man gut diese Vorträge abbilden, aber diesen informellen Aspekt,
1201640	1206440	das ist relativ schwierig. Und da geht es dann weniger um Japan per se, auch wenn Japan toll ist,
1206440	1212800	sondern einfach dieses Treffen. Ja, das ist wirklich schade. Dann hoffe ich, dass das irgendwann
1212800	1219160	nachgeholt werden kann und diese wichtigen Punkte der Forschung dann doch noch weiter treiben kannst
1219160	1224520	und zum Ziel kommst, sodass wir alle davon profitieren werden eines Tages. Okay Matthias,
1224520	1228680	wir wollen dich gar nicht zu lange von deiner Forschung abhalten, aber doch noch ein bisschen
1228680	1233400	was von dir erfahren. Du bist, ich glaube, mit dem Auto mindestens sieben Stunden von zu Hause
1233400	1237600	entfernt. Ich weiß nicht genau, wie viele Kilometer es sind, aber es sind einige. Was vermisst du am
1237600	1244000	meisten? Aus Wien habe ich lange gebraucht, um das herauszufinden, aber richtig Resche Wiener
1244000	1250600	Kaisersemmeln. Resche Wiener Kaisersemmeln. Bedeutet das, du vermisst eine besondere Art
1250600	1259280	Backware? Ja. Also ein Semmel als ein Brötchen und was ist Resch knusprig? Resch ist, glaube ich,
1259280	1264760	am ehesten zu übersetzen mit Cross. Und diese Art des Backens ist dir hier noch nicht in die Hand
1264760	1270440	gefallen? Also man kriegt hier schon auch Semmeln, sie sind halt einfach nicht das gleiche. Ich weiß
1270440	1275040	nicht, was hier anders gemacht wird. Na irgendwie werden sie anscheinend anders gemacht. Es ist halt ein sehr
1275040	1281240	alltägliches Ding, also ist auch sehr häufig in Wien zu Mittagessen eine extra Wurstsemmel mit
1281240	1286480	Gurkel zu essen und das gibt es hier einfach gar nicht. Und sonst erster Bezirk, zweiter Bezirk,
1286480	1292800	dritter Bezirk, das ist alles einerlei. Das findest du hier im Saarland genauso? Würde ich nicht sagen,
1292800	1298600	dass es genauso da ist, aber ich würde sagen, die wichtigen Dinge gibt es auch in Saarbrücken auf
1298600	1303820	weniger Platz. Du hast mir sogar verraten, dass du eine ganz Besonderheit in Saarbrücken probiert
1303820	1307480	hast, nämlich ein Bier, das du vielleicht sagen würdest, dass es dir so gut schmeckt wie kein
1307480	1314840	anderes. Ah ja, die Bruchbrauerei hat 2018 zumindest eine Hopfenperle gehabt und das war ein wirklich,
1314920	1319560	wirklich gutes Bier. Wie gefällt dir denn das Leben außerhalb des CISPA-Roads bzw. wie gefällt
1319560	1324880	dir überhaupt das Leben am CISPA, wenn es wieder Leben gibt? Ja, also es ist schon sehr ein fast
1324880	1331160	einzigartiges Gefühl in einem Forschungszentrum zu sein, wo sich wirklich alle mit Security
1331160	1335640	beschäftigen. Es hat irgendwas Befreiendes, wenn man zu beliebigen Personen hingehen kann,
1335640	1340160	seine eigene Forschung erzählen und die können zumindest mit der Thematik was anfangen, auch wenn
1340160	1345960	sie sich im Konkreten jetzt auf andere Weise damit beschäftigen. Aber sie haben doch alle einen
1345960	1351520	Security-Bezug und das ist schon nett. Und wenn du jetzt Besuch aus Wien oder aus Schweden oder aus
1351520	1355600	all den anderen Ländern, in denen du schon gelebt und gearbeitet und geforscht hast, bekommst,
1355600	1362000	was machst du mit denen in Saarbrücken bzw. im Saarland? Das kommt sehr auf den Besuch an. Ja,
1362000	1366680	ich weiß, deine Mutter war schon zu Besuch. Ja, mit meiner Mutter war ich sehr viel in Frankreich.
1366680	1372840	Ja, das riecht jetzt nicht gerade mit der Brücken, aber gut. Es ist schon eine der Vorteile,
1372840	1379560	dass man schnell wegkommt, auch wenn das nicht so toll klingt. Ansonsten, ich gehe gerne mit Leuten
1379560	1385320	in die Parkanlagen, also am Staden zum Beispiel, der deutsch-französische Garten ist alles so
1385320	1391400	hübsch. Ansonsten, die Vöcklinger Hütte ist immer einen Besuch wert, der Saarbrücker Stadtwald ist
1391400	1397320	auch immer toll. Und der St. Johannermarkt im Sommer, hat er für dich das Flair, den Flair,
1397320	1406360	den er so oft verspricht? Ja, der St. Johannermarkt im Sommer, so gegen 10, 11 ist einzigartig. Also,
1406360	1410720	ich glaube, das gibt es auch in Wien nicht so wirklich. Okay, Matthias, dann vielen, vielen Dank
1410720	1417160	für deine Zeit, vielen Dank für deine Forschung und vielen Dank für deine Erklärung. Ich nehme
1417200	1421760	einiges mit. Ich wünsche dir viel Erfolg und hoffe, dass die nächsten Paper auch wieder
1421760	1426720	angenommen werden. Du schnell deinen Doktor machst und uns dann doch vielleicht nicht so
1426720	1431440	schnell verlässt und einiger Zeit noch erhalten bleibt. Warten wir es ab, bis dahin haben wir noch
1431440	1435400	ein bisschen Zeit und ich freue mich auf unsere nächsten Gespräche. Ich auch.
